CardID,Date,Amount
C0102598648,2016/5/8,149
C0102598648,2016/10/4,349
C0102598683,2016/10/14,6.99
C0102598683,2016/10/14,3.49
C0102598683,2016/10/26,9.99
C0102598683,2016/10/5,39
C0102598683,2016/12/13,9.99
C0102598683,2016/10/14,3.99
C0102598683,2016/10/22,5.99
C0102598683,2016/9/20,14.99
C0102598683,2016/12/4,2.99
C0102598935,2016/2/18,279
C0102598935,2016/12/21,19.99
C0102598935,2016/11/13,9.99
C0102599134,2016/11/13,299
C0102599134,2016/2/13,149
C0102599410,2016/3/16,124
C0102599410,2016/8/13,12.49
C0102599410,2016/12/20,49
C0102599753,2016/2/15,94
C0102599753,2016/8/31,39
C0102599753,2016/5/7,249
C0102600113,2016/4/25,239
C0102600113,2016/8/4,189
C0102600113,2016/12/17,189
C0102600929,2016/8/21,39.95
C0102600929,2016/11/19,18.99
C0102600929,2016/3/3,9.99
C0102600929,2016/4/24,349
C0102600929,2016/9/25,16.99
C0102600929,2016/6/5,149
C0102600929,2016/6/5,2.49
C0102600929,2016/2/23,5.99
C0102600929,2016/1/24,3.99
C0102600929,2016/2/8,139
C0102600929,2016/11/19,29.99
C0102600929,2016/2/3,124
C0102600929,2016/8/11,84.99
C0102601110,2016/4/1,5.99
C0102601110,2016/11/28,199
C0102601110,2016/1/31,39.95
C0102601334,2016/10/4,349
C0102601334,2016/4/25,329
C0102601425,2016/1/7,24.99
C0102601425,2016/7/4,8.99
C0102601425,2016/6/30,69
C0102601425,2016/3/19,99.99
C0102601475,2016/5/9,99
C0102601806,2016/2/4,3.99
C0102601806,2016/3/26,5.99
C0102601806,2016/4/1,3.99
C0102601806,2016/6/14,5.49
C0102601806,2016/4/5,6.99
C0102601806,2016/1/26,24.95
C0102601806,2016/3/1,59
C0102601806,2016/5/25,89
C0102601806,2016/1/24,8.49
C0102601806,2016/4/20,9.99
C0102601806,2016/6/25,8.49
C0102601806,2016/6/5,159
C0102601806,2016/3/16,3.99
C0102601806,2016/6/27,59
C0102601806,2016/3/24,4.99
C0102601806,2016/1/29,5.99
C0102601806,2016/6/24,3.49
C0102601806,2016/1/2,2.99
C0102601806,2016/1/22,1.99
C0102601806,2016/5/25,4.99
C0102601806,2016/5/31,2.99
C0102601806,2016/6/17,139
C0102601806,2016/4/4,9.99
C0102601806,2016/2/27,5.99
C0102601806,2016/4/1,4.99
C0102601806,2016/3/17,4.99
C0102601958,2016/10/7,39.95
C0102601958,2016/8/23,34.95
C0102601958,2016/2/22,149
C0102602224,2016/12/2,9.99
C0102602224,2016/6/28,99
C0102602330,2016/12/5,94
C0102602391,2016/8/9,49.99
C0102602391,2016/12/25,69.99
C0102602391,2016/6/23,129
C0102603037,2016/12/2,259
C0102603037,2016/3/28,139.99
C0102603037,2016/6/28,99
C0102603100,2016/12/27,339
C0102603100,2016/3/28,179
C0102603100,2016/5/5,3.99
C0102603100,2016/3/25,12.49
C0102603150,2016/5/24,9.99
C0102603150,2016/4/21,9.99
C0102603150,2016/3/9,19.99
C0102603150,2016/8/20,7.49
C0102603150,2016/6/21,3.99
C0102603150,2016/9/12,3.99
C0102603150,2016/6/12,3.99
C0102603150,2016/2/20,2.99
C0102603150,2016/8/18,6.99
C0102603150,2016/2/14,14.99
C0102603150,2016/4/10,179
C0102603150,2016/7/27,69.99
C0102603150,2016/6/4,1.99
C0102603150,2016/2/9,1.99
C0102603150,2016/6/21,4.99
C0102603150,2016/8/6,279
C0102603150,2016/4/5,14.99
C0102603150,2016/4/8,3.99
C0102603150,2016/6/10,5.49
C0102603150,2016/1/18,4.99
C0102603150,2016/6/20,99
C0102603150,2016/3/9,9.99
C0102603150,2016/12/4,3.99
C0102603150,2016/1/18,4.99
C0102603150,2016/6/10,1.49
C0102603150,2016/4/30,24.99
C0102603150,2016/6/20,3.99
C0102603421,2016/1/14,199
C0102603421,2016/9/21,399
C0102603421,2016/3/3,1.99
C0102603421,2016/2/1,19.99
C0102603598,2016/1/15,59
C0102603598,2016/10/28,449
C0102603598,2016/1/20,99
C0102603775,2016/4/8,119.99
C0102603775,2016/5/29,69
C0102603775,2016/7/12,199
C0102603775,2016/8/16,79
C0102604498,2016/9/22,69
C0102604498,2016/7/12,539
C0102604498,2016/1/22,39.95
C0102604498,2016/6/19,9.99
C0102604601,2016/6/13,99
C0102604601,2016/8/1,399
C0102604601,2016/2/5,59.99
C0102604686,2016/2/6,89
C0102604686,2016/9/29,219
C0102604827,2016/1/21,139
C0102604827,2016/10/23,99
C0102604827,2016/8/23,49
C0102604827,2016/5/7,15.99
C0102607589,2016/7/7,64
C0102607589,2016/8/12,149.99
C0102607589,2016/2/28,189
C0102608275,2016/6/3,249
C0102608275,2016/11/23,219
C0102608410,2016/11/13,89
C0102608410,2016/5/10,139.99
C0102608410,2016/6/24,39.95
C0102608792,2016/2/7,9.99
C0102608792,2016/5/23,34.95
C0102608792,2016/4/13,29.99
C0102608792,2016/12/25,139
C0102608792,2016/7/31,39.95
C0102608903,2016/11/30,9.99
C0102608903,2016/10/10,189
C0102608903,2016/7/31,14.99
C0102608903,2016/2/2,189
C0102609065,2016/4/16,9.99
C0102609065,2016/3/7,5.49
C0102609065,2016/3/7,99.99
C0102609065,2016/9/23,159
C0102609254,2016/5/22,219
C0102609254,2016/1/16,2.99
C0102609254,2016/2/27,4.99
C0102609254,2016/6/17,3.99
C0102609254,2016/7/10,69
C0102609254,2016/2/16,14.99
C0102609254,2016/4/11,8.99
C0102609254,2016/7/16,14.99
C0102609254,2016/3/28,14.99
C0102609254,2016/2/2,5.99
C0102609254,2016/1/21,5.99
C0102609254,2016/5/23,4.99
C0102609254,2016/6/2,9.99
C0102609254,2016/6/26,6.99
C0102609254,2016/5/30,3.99
C0102609254,2016/1/27,39.95
C0102609254,2016/4/10,5.99
C0102609254,2016/6/15,4.99
C0102609254,2016/4/12,14.99
C0102609254,2016/11/15,6.99
C0102609254,2016/4/18,3.99
C0102609254,2016/3/2,3.99
C0102609254,2016/7/10,3.99
C0102609254,2016/11/25,17.49
C0102609254,2016/11/25,39
C0102609254,2016/8/23,6.99
C0102609254,2016/5/4,9.99
C0102609254,2016/1/4,109
C0102609254,2016/3/11,2.99
C0102609254,2016/4/4,2.99
C0102609403,2016/4/1,239
C0102609403,2016/9/28,239
C0102609481,2016/1/26,149
C0102609481,2016/3/6,124
C0102609481,2016/9/4,219
C0102609481,2016/12/27,179
C0102609598,2016/1/20,69
C0102609598,2016/5/29,109
C0102609598,2016/10/10,3.99
C0102609598,2016/8/17,99
C0102609598,2016/4/20,99
C0102609690,2016/3/5,19.99
C0102609690,2016/1/18,249
C0102609690,2016/8/3,99
C0102609740,2016/8/27,9.99
C0102609740,2016/5/26,17.99
C0102609740,2016/4/10,89
C0102609740,2016/2/27,4.99
C0102609740,2016/8/9,49.99
C0102610083,2016/3/19,109
C0102610083,2016/6/24,44.99
C0102610083,2016/11/27,94
C0102610379,2016/4/27,94
C0102610379,2016/8/12,89
C0102610379,2016/9/30,49
C0102610379,2016/11/4,69.99
C0102610991,2016/4/20,69
C0102610991,2016/1/1,109
C0102610991,2016/10/11,199
C0102611216,2016/9/27,9.99
C0102611216,2016/8/5,4.99
C0102611216,2016/2/3,6.99
C0102611216,2016/4/29,12.49
C0102611216,2016/11/10,9.99
C0102611216,2016/10/19,9.99
C0102611216,2016/4/8,59
C0102611216,2016/11/26,49
C0102611216,2016/3/20,12.99
C0102611216,2016/12/24,1.99
C0102611216,2016/2/16,1.99
C0102611216,2016/4/5,8.49
C0102611216,2016/8/9,3.99
C0102611216,2016/11/10,5.99
C0102611216,2016/9/27,5.99
C0102611216,2016/1/13,5.99
C0102611216,2016/4/29,5.99
C0102611216,2016/8/4,3.49
C0102611216,2016/1/31,1.49
C0102611216,2016/2/13,8.99
C0102611216,2016/8/4,5.49
C0102611216,2016/2/13,14.99
C0102611216,2016/6/3,2.99
C0102611216,2016/7/18,2.99
C0102611216,2016/12/21,6.99
C0102611216,2016/3/13,299
C0102611216,2016/8/12,39.99
C0102611216,2016/10/28,4.99
C0102611325,2016/12/13,639
C0102611325,2016/5/30,129
C0102611325,2016/2/11,39.99
C0102611421,2016/2/17,59
C0102611421,2016/2/16,34.95
C0102611421,2016/10/12,19.99
C0102611421,2016/11/3,199
C0102611421,2016/10/12,19.99
C0102611483,2016/6/16,329
C0102611483,2016/6/4,69
C0102611483,2016/9/23,269
C0102611483,2016/9/15,74
C0102611483,2016/9/5,139
C0102611483,2016/3/9,34.95
C0102611613,2016/10/25,299
C0102611613,2016/4/21,219
C0102611702,2016/4/6,59
C0102611702,2016/6/27,119
C0102611702,2016/8/1,34.99
C0102611702,2016/9/5,39.99
C0102611702,2016/10/3,59
C0102611745,2016/6/11,129
C0102611745,2016/10/15,269
C0102611757,2016/1/28,129
C0102611887,2016/5/1,139
C0102611995,2016/8/31,19.99
C0102611995,2016/8/16,14.99
C0102611995,2016/4/22,124
C0102612198,2016/4/29,279
C0102612198,2016/12/29,179
C0102612285,2016/3/5,89
C0102612285,2016/8/23,49
C0102612285,2016/7/13,139
C0102612398,2016/1/22,499
C0102612444,2016/9/28,1.99
C0102612444,2016/3/9,24.99
C0102612444,2016/6/25,9.99
C0102612444,2016/9/19,329
C0102612444,2016/7/10,24.95
C0102612444,2016/3/18,6.99
C0102612444,2016/5/22,34.99
C0102612444,2016/7/9,3.99
C0102612444,2016/12/21,3.99
C0102612444,2016/10/8,9.99
C0102612444,2016/3/4,39.95
C0102612444,2016/5/22,189
C0102612444,2016/4/17,129
C0102612444,2016/4/22,109
C0102612444,2016/9/14,79.99
C0102612678,2016/12/1,549
C0102612678,2016/12/14,12.49
C0102612678,2016/11/19,29.99
C0102612678,2016/12/1,1.99
C0102612678,2016/12/9,39.95
C0102612678,2016/12/3,2.49
C0102612678,2016/1/16,16.99
C0102612678,2016/12/25,2.99
C0102612678,2016/6/28,449
C0102612678,2016/8/15,3.99
C0102612678,2016/6/30,3.99
C0102612678,2016/7/3,39
C0102612678,2016/7/30,79
C0102612678,2016/9/4,19.99
C0102612678,2016/7/24,6.99
C0102612678,2016/7/31,19.99
C0102612678,2016/12/3,9.99
C0102612678,2016/12/4,9.99
C0102612678,2016/12/30,9.99
C0102612678,2016/11/18,14.99
C0102612812,2016/5/21,189
C0102613119,2016/12/12,14.99
C0102613119,2016/10/14,14.99
C0102613119,2016/6/14,99.99
C0102613119,2016/11/7,4.99
C0102613119,2016/5/23,3.99
C0102613119,2016/10/26,9.99
C0102613119,2016/8/25,3.99
C0102613119,2016/8/6,449
C0102613119,2016/5/6,4.99
C0102613119,2016/5/28,3.99
C0102613119,2016/4/18,259
C0102613119,2016/2/19,9.99
C0102613119,2016/10/28,3.99
C0102613119,2016/8/1,9.99
C0102613119,2016/6/24,64
C0102613119,2016/12/8,9.99
C0102613119,2016/3/9,9.99
C0102613119,2016/9/21,6.99
C0102613119,2016/9/11,3.99
C0102613119,2016/12/25,14.99
C0102613119,2016/8/13,9.99
C0102613119,2016/9/30,1.99
C0102613119,2016/1/25,3.99
C0102613119,2016/1/14,12.99
C0102613119,2016/5/6,3.99
C0102613119,2016/1/4,8.99
C0102613490,2016/9/3,59
C0102613611,2016/10/3,129
C0102613944,2016/7/4,199
C0102613944,2016/1/7,24.99
C0102613944,2016/6/15,249
C0102613944,2016/1/7,24.99
C0102613944,2016/7/2,149
C0102613944,2016/5/8,34.95
C0102613944,2016/6/15,249
C0102613944,2016/7/4,199
C0102613944,2016/5/8,34.95
C0102613944,2016/7/2,149
C0102616682,2016/5/3,14.99
C0102616682,2016/3/25,279
C0102616682,2016/3/10,69
C0102616869,2016/7/28,2.49
C0102616869,2016/7/29,124
C0102616869,2016/3/9,699
C0102616869,2016/4/13,449
C0102616869,2016/8/13,14.99
C0102617312,2016/1/24,349
C0102617312,2016/6/22,139
C0102617312,2016/12/29,449
C0102617861,2016/4/22,7.49
C0102617861,2016/3/30,159
C0102617861,2016/8/2,179
C0102618665,2016/12/27,34.95
C0102618716,2016/5/4,99
C0102618849,2016/5/5,129
C0102618849,2016/11/26,249
C0102619336,2016/11/25,229
C0102619336,2016/2/25,109
C0102619336,2016/2/17,189
C0102619473,2016/11/6,69
C0102619473,2016/12/26,124
C0102619473,2016/11/6,139
C0102619473,2016/11/25,79
C0102623389,2016/4/29,5.49
C0102623389,2016/12/23,179
C0102623389,2016/4/18,59
C0102623389,2016/6/8,8.99
C0102623427,2016/3/7,199
C0102623427,2016/11/3,539
C0102623618,2016/12/20,39.99
C0102623618,2016/8/4,34.95
C0102623618,2016/5/3,59.99
C0102623776,2016/3/23,599
C0102623776,2016/4/1,119.99
C0102623776,2016/11/12,139.99
C0102623776,2016/11/4,449
C0102623985,2016/4/8,299
C0102623985,2016/3/1,179
C0102623985,2016/3/4,5.99
C0102623985,2016/2/12,19.99
C0102624051,2016/12/27,179
C0102624051,2016/6/24,119.99
C0102624051,2016/8/26,39
C0102624346,2016/3/22,199.99
C0102624346,2016/9/5,4.99
C0102624346,2016/7/4,34.95
C0102624346,2016/8/10,3.99
C0102624504,2016/4/19,29
C0102624504,2016/7/31,159
C0102624504,2016/5/21,49.99
C0102624614,2016/7/10,124
C0102624614,2016/5/26,89
C0102624726,2016/8/26,159
C0102624726,2016/8/27,89
C0102624726,2016/5/1,219
C0102624820,2016/11/3,8.99
C0102624820,2016/9/12,19.99
C0102624820,2016/6/21,129
C0102624820,2016/8/29,69.99
C0102624894,2016/9/11,22.99
C0102624894,2016/9/23,79
C0102625319,2016/4/29,109
C0102625319,2016/10/28,39
C0102625319,2016/9/30,189
C0102626153,2016/4/15,24.99
C0102626153,2016/12/30,124
C0102626153,2016/5/10,69
C0102626582,2016/7/25,39.95
C0102626582,2016/6/11,199
C0102626582,2016/12/15,14.99
C0102626582,2016/12/23,29.99
C0102626642,2016/1/13,59
C0102626642,2016/5/1,59
C0102626712,2016/6/5,219
C0102626712,2016/9/7,24.99
C0102626712,2016/9/13,39.99
C0102631884,2016/6/5,69
C0102631884,2016/12/28,399
C0102632426,2016/9/20,349
C0102632426,2016/11/22,299
C0102632426,2016/2/11,1049
C0102632426,2016/9/27,24.95
C0102632431,2016/11/10,5.99
C0102632431,2016/8/9,6.99
C0102632431,2016/3/4,13.99
C0102632431,2016/4/12,229
C0102632431,2016/12/7,1.49
C0102632431,2016/10/22,9.99
C0102632431,2016/8/2,8.99
C0102632431,2016/8/15,6.99
C0102632431,2016/3/18,34.95
C0102632431,2016/11/9,1.99
C0102632431,2016/10/20,1.49
C0102632431,2016/2/11,169.99
C0102632431,2016/7/2,5.49
C0102632431,2016/12/2,1.49
C0102632431,2016/10/16,2.49
C0102632431,2016/8/29,5.49
C0102632431,2016/9/23,5.99
C0102632431,2016/11/22,3.99
C0102632431,2016/7/27,2.49
C0102632431,2016/11/13,3.99
C0102632431,2016/12/7,8.99
C0102632431,2016/12/18,2.99
C0102632431,2016/11/9,2.99
C0102632431,2016/8/21,2.99
C0102632431,2016/9/7,4.99
C0102632431,2016/7/27,59.99
C0102632431,2016/5/25,39.95
C0102632431,2016/9/22,3.99
C0102632431,2016/8/15,9.99
C0102632431,2016/10/3,6.99
C0102632523,2016/6/5,299
C0102632523,2016/11/9,39
C0102632523,2016/7/2,15.99
C0102632699,2016/10/9,79
C0102632699,2016/9/19,189
C0102632930,2016/11/29,14.99
C0102632930,2016/4/9,44
C0102632930,2016/9/28,49
C0102632930,2016/5/3,24.99
C0102632930,2016/7/7,12.99
C0102633553,2016/3/27,59
C0102633553,2016/4/9,199
C0102633658,2016/1/13,29.99
C0102633658,2016/9/26,149
C0102633658,2016/5/3,119
C0102633735,2016/12/3,89
C0102633735,2016/7/11,16.99
C0102633735,2016/3/28,129
C0102633735,2016/11/12,4.99
C0102634222,2016/6/28,249
C0102634222,2016/12/25,49
C0102634222,2016/8/12,169
C0102634324,2016/4/2,449
C0102634324,2016/2/16,1.99
C0102634324,2016/4/24,2.99
C0102634324,2016/9/6,2.99
C0102634324,2016/9/2,4.99
C0102634324,2016/2/3,14.99
C0102634324,2016/10/9,22.99
C0102634324,2016/1/14,3.99
C0102634324,2016/10/21,5.99
C0102634324,2016/4/2,6.99
C0102634324,2016/5/2,109
C0102634324,2016/2/23,4.99
C0102634324,2016/4/5,9.99
C0102634324,2016/8/10,14.99
C0102634324,2016/1/13,1.99
C0102634324,2016/7/4,139.99
C0102634324,2016/8/10,59
C0102634324,2016/10/17,19.99
C0102634324,2016/10/23,349
C0102634324,2016/1/5,1.49
C0102634324,2016/3/15,5.99
C0102634324,2016/7/27,5.99
C0102634599,2016/12/5,9.99
C0102634599,2016/11/14,4.99
C0102634599,2016/11/14,6.99
C0102634599,2016/11/26,6.99
C0102634599,2016/11/23,6.99
C0102634599,2016/12/21,8.99
C0102634793,2016/11/28,249
C0102634793,2016/7/14,54
C0102634793,2016/6/27,19.99
C0102634793,2016/1/1,69.99
C0102634793,2016/12/25,84
C0102635101,2016/6/17,59
C0102635101,2016/10/16,199
C0102635124,2016/5/14,94
C0102635384,2016/6/20,79
C0102635384,2016/12/29,349
C0102635653,2016/1/25,99.99
C0102635653,2016/4/12,3.99
C0102635653,2016/1/30,159
C0102635653,2016/11/12,349
C0102635653,2016/11/3,169
C0102635942,2016/11/21,179
C0102636018,2016/8/7,6.99
C0102636018,2016/8/28,4.99
C0102636018,2016/7/2,4.99
C0102636018,2016/10/18,59
C0102636018,2016/6/27,199
C0102636018,2016/11/27,3.99
C0102636018,2016/5/25,99
C0102636018,2016/7/22,5.49
C0102636018,2016/12/12,2.49
C0102636018,2016/10/20,2.99
C0102636018,2016/12/14,24.99
C0102636018,2016/10/20,2.49
C0102636018,2016/3/26,109
C0102636018,2016/8/24,12.99
C0102636018,2016/10/20,84
C0102636018,2016/9/11,59.99
C0102636018,2016/11/20,9.99
C0102636018,2016/9/11,9.99
C0102636018,2016/7/6,9.99
C0102636018,2016/10/31,6.99
C0102636018,2016/7/11,12.49
C0102636018,2016/8/24,14.99
C0102636018,2016/10/31,8.49
C0102636018,2016/9/13,64
C0102636018,2016/11/25,9.99
C0102636018,2016/7/1,9.99
C0102636359,2016/2/27,124
C0102636359,2016/7/14,34.99
C0102636359,2016/7/30,229
C0102636359,2016/3/20,79
C0102636359,2016/8/31,89
C0102636410,2016/2/26,54
C0102636410,2016/12/25,49
C0102636410,2016/4/20,149.99
C0102640361,2016/12/16,59
C0102640361,2016/11/14,109
C0102640361,2016/1/8,49
C0102640361,2016/1/15,189
C0102640361,2016/7/1,2.99
C0102640520,2016/12/29,349
C0102640520,2016/2/3,349
C0102640520,2016/6/8,199.99
C0102640520,2016/2/10,7.99
C0102641068,2016/4/18,149.99
C0102641068,2016/10/21,349
C0102641105,2016/6/5,99
C0102641105,2016/12/6,109
C0102641105,2016/1/28,5.99
C0102641105,2016/1/26,39
C0102641268,2016/6/26,189
C0102641303,2016/2/18,189
C0102641303,2016/7/8,139
C0102641303,2016/8/24,189
C0102641446,2016/9/24,2.99
C0102641446,2016/12/3,119.99
C0102641446,2016/11/29,2.49
C0102641446,2016/9/20,2.99
C0102641446,2016/8/11,9.99
C0102641446,2016/8/7,3.99
C0102641446,2016/10/6,6.99
C0102641446,2016/11/25,2.49
C0102641446,2016/9/7,9.99
C0102641446,2016/8/15,229
C0102641446,2016/11/25,1.49
C0102641446,2016/9/7,19.99
C0102641446,2016/6/27,399
C0102641446,2016/10/19,19
C0102641446,2016/7/20,39.95
C0102641446,2016/8/9,7.99
C0102641446,2016/8/29,2.99
C0102641531,2016/6/22,59
C0102641531,2016/8/20,349
C0102641726,2016/9/24,6.99
C0102641726,2016/9/3,9.99
C0102641726,2016/12/17,5.99
C0102641726,2016/10/13,9.99
C0102641726,2016/11/27,8.99
C0102641726,2016/12/3,1.49
C0102641726,2016/11/13,2.49
C0102641726,2016/12/20,49
C0102641726,2016/9/22,8.99
C0102641726,2016/11/4,4.99
C0102641726,2016/11/22,299
C0102641726,2016/12/17,19.99
C0102641726,2016/10/21,3.99
C0102641726,2016/9/17,3.99
C0102641726,2016/12/27,5.99
C0102641726,2016/11/26,5.99
C0102641726,2016/11/9,2.99
C0102641726,2016/11/3,14.99
C0102641726,2016/11/26,24.95
C0102641726,2016/12/3,9.99
C0102641726,2016/9/29,4.99
C0102641930,2016/5/30,79
C0102642007,2016/7/16,249
C0102642007,2016/2/27,149
C0102642156,2016/11/16,59
C0102642156,2016/7/9,9.99
C0102642156,2016/4/18,9.99
C0102642156,2016/3/31,19.99
C0102642156,2016/3/14,9.99
C0102642156,2016/7/9,9.99
C0102642156,2016/1/11,4.99
C0102642156,2016/4/27,12.49
C0102642156,2016/4/30,1.99
C0102642156,2016/12/9,12.49
C0102642156,2016/10/26,109
C0102642156,2016/7/23,7.49
C0102642156,2016/4/21,24.99
C0102642156,2016/1/16,9.99
C0102642156,2016/3/16,2.49
C0102642156,2016/7/14,149
C0102642156,2016/3/5,2.99
C0102642156,2016/5/11,4.99
C0102642156,2016/2/22,2.99
C0102642156,2016/10/4,39.95
C0102642156,2016/9/10,3.99
C0102642156,2016/2/27,3.99
C0102642156,2016/6/26,14.99
C0102642156,2016/2/9,9.99
C0102642384,2016/12/14,499
C0102642384,2016/3/8,119.99
C0102642384,2016/6/13,49
C0102642752,2016/3/1,69.99
C0102642752,2016/11/30,19.99
C0102642853,2016/11/19,149.99
C0102642853,2016/2/1,169
C0102642853,2016/1/30,9.99
C0102642968,2016/1/4,99.99
C0102642968,2016/9/26,49
C0102642968,2016/8/2,3.99
C0102642968,2016/8/4,19.99
C0102642968,2016/6/27,8.99
C0102643035,2016/11/22,22.99
C0102643240,2016/6/8,299
C0102643240,2016/8/16,199
C0102643240,2016/8/30,6.99
C0102643302,2016/4/16,39.95
C0102643302,2016/1/27,69.99
C0102643302,2016/9/26,79
C0102643302,2016/11/10,34.95
C0102643479,2016/8/24,299
C0102643479,2016/11/4,269
C0102643479,2016/11/4,2.99
C0102643479,2016/1/20,24.95
C0102643479,2016/1/12,149.99
C0102643635,2016/4/30,8.99
C0102643635,2016/2/19,7.99
C0102643635,2016/2/28,8.99
C0102643635,2016/1/9,3.99
C0102643635,2016/6/3,4.99
C0102643635,2016/3/14,14.99
C0102643635,2016/6/2,6.99
C0102643635,2016/4/15,16.99
C0102643635,2016/3/14,2.99
C0102643635,2016/4/17,2.99
C0102643635,2016/1/5,12.99
C0102643635,2016/5/2,12.99
C0102643635,2016/4/18,9.99
C0102643635,2016/1/9,9.99
C0102643635,2016/2/2,3.99
C0102643635,2016/6/13,3.99
C0102643635,2016/5/26,269
C0102643635,2016/1/22,109
C0102643635,2016/1/28,3.99
C0102643635,2016/4/15,14.99
C0102643635,2016/1/2,2.99
C0102643635,2016/6/16,4.99
C0102643811,2016/4/28,39.99
C0102643811,2016/9/18,79
C0102643811,2016/1/29,59.99
C0102643904,2016/11/28,29.99
C0102643904,2016/12/2,19.99
C0102643904,2016/6/14,89
C0102643904,2016/9/9,39
C0102644312,2016/11/14,59
C0102644312,2016/8/25,3.99
C0102644312,2016/2/14,269
C0102644470,2016/1/1,199
C0102644470,2016/4/6,94
C0102644470,2016/8/30,79
C0102644550,2016/2/22,49.99
C0102644563,2016/5/1,3.99
C0102644563,2016/4/3,3.99
C0102644563,2016/3/11,2.49
C0102644563,2016/2/14,3.99
C0102644563,2016/4/12,12.49
C0102644563,2016/6/13,1.99
C0102644563,2016/1/22,3.99
C0102644563,2016/2/11,2.49
C0102644563,2016/5/5,5.49
C0102644563,2016/5/22,14.99
C0102644563,2016/4/3,2.99
C0102644563,2016/3/14,2.99
C0102644563,2016/6/13,124
C0102644563,2016/5/5,2.99
C0102644563,2016/1/11,19.99
C0102644563,2016/3/15,2.49
C0102644563,2016/2/19,4.99
C0102644563,2016/5/9,119.99
C0102644563,2016/6/6,34.95
C0102644563,2016/6/3,89
C0102644563,2016/6/23,19.99
C0102644563,2016/4/9,6.99
C0102644563,2016/3/20,6.99
C0102644563,2016/1/11,1.49
C0102644563,2016/5/17,4.99
C0102644563,2016/5/11,9.99
C0102644568,2016/6/14,6.99
C0102644568,2016/3/29,5.99
C0102644568,2016/3/6,24.99
C0102644568,2016/4/11,1.99
C0102644568,2016/6/24,14.99
C0102644568,2016/6/22,2.49
C0102644568,2016/5/28,12.99
C0102644568,2016/4/19,12.99
C0102644568,2016/3/19,4.99
C0102644568,2016/2/2,4.99
C0102644568,2016/6/4,4.99
C0102644568,2016/1/29,12.49
C0102644568,2016/5/17,5.99
C0102644568,2016/1/17,1.99
C0102644568,2016/2/25,4.99
C0102644568,2016/4/10,14.99
C0102644568,2016/6/25,5.99
C0102644568,2016/3/21,2.99
C0102644568,2016/5/9,1.49
C0102644568,2016/5/23,13.99
C0102644568,2016/5/9,7.49
C0102644568,2016/2/16,2.99
C0102644568,2016/1/8,9.99
C0102644870,2016/12/10,189
C0102644870,2016/4/19,14.99
C0102644870,2016/5/24,79
C0102645394,2016/3/9,49
C0102645398,2016/1/15,39.99
C0102645398,2016/2/22,9.99
C0102645567,2016/4/16,99.99
C0102645567,2016/5/22,59.99
C0102645567,2016/7/2,349
C0102645705,2016/3/15,49
C0102645705,2016/2/2,99
C0102645705,2016/6/29,119
C0102645705,2016/3/25,219
C0102645867,2016/4/22,94
C0102645867,2016/4/7,39.99
C0102645867,2016/3/21,69
C0102645867,2016/12/11,39
C0102646196,2016/5/13,44
C0102646196,2016/5/8,59
C0102646196,2016/8/22,99
C0102646196,2016/8/31,9.99
C0102646196,2016/12/29,24.99
C0102654687,2016/4/2,69
C0102654687,2016/8/30,19.99
C0102654687,2016/11/12,199
C0102655312,2016/4/16,159
C0102655312,2016/12/13,399
C0102656019,2016/12/16,39.99
C0102656019,2016/2/20,94
C0102656019,2016/8/28,17.49
C0102656082,2016/12/8,84.99
C0102656082,2016/4/18,89
C0102656082,2016/7/1,199
C0102656406,2016/12/19,9.99
C0102656446,2016/12/10,99.99
C0102656446,2016/2/14,124
C0102656578,2016/10/16,49
C0102656578,2016/4/25,249
C0102656578,2016/7/11,14.99
C0102656704,2016/5/9,12.99
C0102656704,2016/1/11,124
C0102656704,2016/7/5,99
C0102656704,2016/11/13,34.95
C0102656959,2016/7/13,29.99
C0102656959,2016/3/27,339
C0102656959,2016/11/23,189
C0102656982,2016/6/24,179
C0102656982,2016/3/31,159
C0102657298,2016/11/6,19.99
C0102657298,2016/4/22,8.99
C0102657298,2016/1/22,79
C0102657298,2016/7/30,5.99
C0102657298,2016/8/1,24.99
C0102657572,2016/2/15,239
C0102657572,2016/2/11,74
C0102657945,2016/3/9,39.99
C0102657945,2016/3/1,139
C0102657945,2016/8/27,139
C0102657945,2016/12/4,89
C0102657945,2016/9/15,39.95
C0102658282,2016/10/19,79
C0102658282,2016/12/1,5.49
C0102658282,2016/3/5,199
C0102658303,2016/5/4,199
C0102659416,2016/8/16,9.99
C0102659416,2016/3/17,1.49
C0102659416,2016/1/20,1.99
C0102659416,2016/1/4,39
C0102659416,2016/4/2,9.99
C0102659416,2016/3/19,5.99
C0102659416,2016/1/14,14.99
C0102659416,2016/6/27,99
C0102659416,2016/4/9,2.99
C0102659416,2016/8/23,9.99
C0102659416,2016/12/23,8.99
C0102659416,2016/10/30,5.99
C0102659416,2016/2/1,109
C0102659416,2016/4/17,2.49
C0102659416,2016/6/6,18.99
C0102659416,2016/3/6,8.99
C0102659416,2016/10/15,4.99
C0102659416,2016/9/3,449
C0102659416,2016/7/3,9.99
C0102659685,2016/6/20,99
C0102659685,2016/6/22,179
C0102659685,2016/11/1,34.95
C0102659685,2016/10/19,119
C0102659685,2016/7/20,9.99
C0102659921,2016/1/3,9.99
C0102659921,2016/7/12,6.99
C0102659921,2016/7/17,3.99
C0102659921,2016/9/6,6.99
C0102659921,2016/8/15,5.99
